parcel_id,village,lat,lon,elevation_m,slope_deg,slope_score,lulc_class,lulc_name,lulc_score,ghi_kwh_m2_yr,pv_yield_kwh_kwp,ghi_score,ghi_daily,temp_c,temp_score,power_dist_km,power_score,road_dist_km,road_score,sources
KLK-0338,Sankarapuram,12.00737,79.25632,118.0,0.29,4,40,Cropland,3,1957.4,1446.0,2,5.401,27.85,1,1.058,4,0.263,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0339,Sankarapuram,12.00737,79.29316,101.0,0.12,4,40,Cropland,3,1946.9,1440.0,1,5.401,27.85,1,1.517,4,1.819,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0340,Sankarapuram,12.00737,79.33,101.0,0.0,4,10,Tree cover,2,1946.9,1440.0,1,5.401,27.85,1,1.703,4,1.311,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0341,Chinnasalem,12.03158,78.63,339.0,0.44,4,10,Tree cover,2,1986.8,1486.0,4,5.438,26.3,2,21.934,1,0.904,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0342,Chinnasalem,12.03158,78.66684,339.0,2.64,4,40,Cropland,3,1986.8,1486.0,4,5.438,26.3,2,21.458,1,0.352,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0343,Chinnasalem,12.03158,78.70368,704.0,3.62,3,10,Tree cover,2,1977.6,1475.0,3,5.438,26.3,2,21.143,1,3.146,2,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0344,Chinnasalem,12.03158,78.74053,379.0,2.6,4,10,Tree cover,2,1977.6,1475.0,3,5.438,26.3,2,17.389,1,1.479,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0345,Chinnasalem,12.03158,78.77737,376.0,2.11,4,10,Tree cover,2,1970.4,1469.0,3,5.438,26.3,2,13.828,1,0.565,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0346,Chinnasalem,12.03158,78.81421,605.0,4.35,3,10,Tree cover,2,1970.4,1469.0,3,5.438,26.3,2,10.652,1,1.067,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0347,Chinnasalem,12.03158,78.85105,605.0,4.93,3,10,Tree cover,2,1972.7,1463.0,3,5.438,26.3,2,8.317,2,2.663,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0348,Chinnasalem,12.03158,78.88789,207.0,3.13,3,10,Tree cover,2,1972.7,1463.0,3,5.438,26.3,2,7.006,2,2.92,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0349,Chinnasalem,12.03158,78.92474,166.0,0.45,4,20,Shrubland,3,1972.5,1458.0,3,5.438,26.3,2,4.875,3,0.167,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0350,Chinnasalem,12.03158,78.96158,144.0,0.26,4,40,Cropland,3,1972.5,1458.0,3,5.438,26.3,2,2.652,3,0.44,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0351,Chinnasalem,12.03158,78.99842,130.0,0.1,4,40,Cropland,3,1956.6,1446.0,2,5.405,26.3,2,2.098,3,0.185,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0352,Sankarapuram,12.03158,79.03526,130.0,0.04,4,40,Cropland,3,1956.6,1446.0,2,5.405,26.3,2,0.341,4,0.476,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0353,Sankarapuram,12.03158,79.07211,125.0,0.11,4,40,Cropland,3,1956.5,1446.0,2,5.405,27.85,1,0.651,4,0.611,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0354,Sankarapuram,12.03158,79.10895,136.0,0.13,4,40,Cropland,3,1956.5,1446.0,2,5.405,27.85,1,0.41,4,0.881,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0355,Sankarapuram,12.03158,79.14579,110.0,0.19,4,20,Shrubland,3,1956.5,1447.0,2,5.405,27.85,1,0.985,4,0.58,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0356,Sankarapuram,12.03158,79.18263,110.0,0.08,4,20,Shrubland,3,1956.5,1447.0,2,5.405,27.85,1,2.594,3,0.737,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0357,Sankarapuram,12.03158,79.21947,99.0,0.13,4,20,Shrubland,3,1956.5,1447.0,2,5.405,27.85,1,2.259,3,0.655,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0358,Sankarapuram,12.03158,79.25632,118.0,0.77,4,20,Shrubland,3,1956.5,1447.0,2,5.405,27.85,1,0.205,4,1.156,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0359,Sankarapuram,12.03158,79.29316,101.0,0.21,4,40,Cropland,3,1945.3,1439.0,1,5.405,27.85,1,0.302,4,0.146,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0360,Sankarapuram,12.03158,79.33,101.0,0.17,4,40,Cropland,3,1945.3,1439.0,1,5.405,27.85,1,0.648,4,0.354,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0361,Chinnasalem,12.05579,78.63,298.0,0.44,4,10,Tree cover,2,1986.8,1486.0,4,5.438,26.3,2,19.277,1,1.275,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0362,Chinnasalem,12.05579,78.66684,298.0,0.64,4,20,Shrubland,3,1986.8,1486.0,4,5.438,26.3,2,18.793,1,0.923,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0363,Chinnasalem,12.05579,78.70368,364.0,3.61,3,10,Tree cover,2,1977.6,1475.0,3,5.438,26.3,2,18.543,1,0.876,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0364,Chinnasalem,12.05579,78.74053,273.0,1.4,4,30,Grassland,3,1977.6,1475.0,3,5.438,26.3,2,18.598,1,1.349,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0365,Chinnasalem,12.05579,78.77737,248.0,1.4,4,40,Cropland,3,1970.4,1469.0,3,5.438,26.3,2,15.469,1,0.923,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0366,Chinnasalem,12.05579,78.81421,225.0,4.04,3,40,Cropland,3,1970.4,1469.0,3,5.438,26.3,2,12.71,1,0.888,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0367,Chinnasalem,12.05579,78.85105,225.0,4.04,3,10,Tree cover,2,1972.7,1463.0,3,5.438,26.3,2,10.828,1,1.338,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0368,Chinnasalem,12.05579,78.88789,205.0,0.4,4,40,Cropland,3,1972.7,1463.0,3,5.438,26.3,2,8.944,2,1.023,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0369,Chinnasalem,12.05579,78.92474,169.0,0.4,4,40,Cropland,3,1972.5,1458.0,3,5.438,26.3,2,5.527,2,0.442,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0370,Chinnasalem,12.05579,78.96158,149.0,0.28,4,40,Cropland,3,1972.5,1458.0,3,5.438,26.3,2,1.683,4,0.854,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0371,Chinnasalem,12.05579,78.99842,130.0,0.14,4,40,Cropland,3,1956.6,1446.0,2,5.405,26.3,2,2.927,3,0.2,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0372,Sankarapuram,12.05579,79.03526,130.0,0.04,4,20,Shrubland,3,1956.6,1446.0,2,5.405,26.3,2,0.247,4,0.077,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0373,Sankarapuram,12.05579,79.07211,135.0,0.11,4,40,Cropland,3,1956.5,1446.0,2,5.405,27.85,1,1.154,4,0.746,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0374,Sankarapuram,12.05579,79.10895,129.0,0.17,4,40,Cropland,3,1956.5,1446.0,2,5.405,27.85,1,0.59,4,1.419,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0375,Sankarapuram,12.05579,79.14579,113.0,0.12,4,20,Shrubland,3,1956.5,1447.0,2,5.405,27.85,1,0.846,4,0.638,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0376,Sankarapuram,12.05579,79.18263,113.0,0.04,4,40,Cropland,3,1956.5,1447.0,2,5.405,27.85,1,1.837,4,0.039,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0377,Sankarapuram,12.05579,79.21947,110.0,0.56,4,40,Cropland,3,1956.5,1447.0,2,5.405,27.85,1,0.765,4,0.18,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0378,Sankarapuram,12.05579,79.25632,190.0,0.77,4,40,Cropland,3,1956.5,1447.0,2,5.405,27.85,1,0.636,4,1.426,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0379,Sankarapuram,12.05579,79.29316,117.0,0.55,4,40,Cropland,3,1945.3,1439.0,1,5.405,27.85,1,1.278,4,0.675,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0380,Sankarapuram,12.05579,79.33,117.0,0.17,4,10,Tree cover,2,1945.3,1439.0,1,5.405,27.85,1,3.271,3,1.346,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0381,Chinnasalem,12.08,78.63,298.0,0.0,4,20,Shrubland,3,1986.8,1486.0,4,5.438,26.3,2,16.596,1,0.194,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0382,Chinnasalem,12.08,78.66684,298.0,0.47,4,20,Shrubland,3,1986.8,1486.0,4,5.438,26.3,2,16.136,1,1.314,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0383,Chinnasalem,12.08,78.70368,364.0,0.18,4,20,Shrubland,3,1977.6,1475.0,3,5.438,26.3,2,15.857,1,0.565,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0384,Chinnasalem,12.08,78.74053,273.0,0.83,4,40,Cropland,3,1977.6,1475.0,3,5.438,26.3,2,15.916,1,0.565,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0385,Chinnasalem,12.08,78.77737,248.0,0.34,4,40,Cropland,3,1970.4,1469.0,3,5.438,26.3,2,16.19,1,0.739,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0386,Chinnasalem,12.08,78.81421,225.0,0.16,4,60,Bare/sparse veg,4,1970.4,1469.0,3,5.438,26.3,2,14.969,1,0.471,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0387,Chinnasalem,12.08,78.85105,225.0,0.14,4,20,Shrubland,3,1972.7,1463.0,3,5.438,26.3,2,12.078,1,0.032,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0388,Chinnasalem,12.08,78.88789,205.0,0.4,4,20,Shrubland,3,1972.7,1463.0,3,5.438,26.3,2,8.058,2,0.475,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0389,Chinnasalem,12.08,78.92474,169.0,0.4,4,20,Shrubland,3,1972.5,1458.0,3,5.438,26.3,2,4.108,3,0.197,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0390,Chinnasalem,12.08,78.96158,149.0,0.28,4,20,Shrubland,3,1972.5,1458.0,3,5.438,26.3,2,0.763,4,0.481,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0391,Chinnasalem,12.08,78.99842,130.0,0.14,4,40,Cropland,3,1956.6,1446.0,2,5.405,26.3,2,1.743,4,0.297,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0392,Sankarapuram,12.08,79.03526,130.0,0.04,4,20,Shrubland,3,1956.6,1446.0,2,5.405,26.3,2,1.843,4,0.128,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0393,Sankarapuram,12.08,79.07211,135.0,0.01,4,40,Cropland,3,1956.5,1446.0,2,5.405,27.85,1,0.301,4,0.758,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0394,Sankarapuram,12.08,79.10895,129.0,0.16,4,20,Shrubland,3,1956.5,1446.0,2,5.405,27.85,1,1.477,4,0.758,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0395,Sankarapuram,12.08,79.14579,113.0,0.11,4,20,Shrubland,3,1956.5,1447.0,2,5.405,27.85,1,1.506,4,0.025,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0396,Sankarapuram,12.08,79.18263,113.0,0.02,4,60,Bare/sparse veg,4,1956.5,1447.0,2,5.405,27.85,1,0.495,4,0.221,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0397,Sankarapuram,12.08,79.21947,110.0,0.55,4,40,Cropland,3,1956.5,1447.0,2,5.405,27.85,1,1.244,4,0.174,4,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
KLK-0398,Sankarapuram,12.08,79.25632,190.0,0.05,4,10,Tree cover,2,1956.5,1447.0,2,5.405,27.85,1,1.436,4,1.967,3,"{'elevation': 'NASA SRTM30m via OpenTopoData.org', 'lulc': 'ESA WorldCover 2020 v100 via Terrascope WMS', 'solar': 'PVGIS API v5.2 ERA5 + NASA POWER v8 MERRA-2', 'power': 'OpenStreetMap Overpass API', 'roads': 'OpenStreetMap Overpass API'}"
